age,income,year
57,118.88435933988579,2008
47,151.59148423981398,2009
38,97.49329404539341,2007
23,68.11199406532704,2006
31,127.11574381218446,2004
33,111.7208493609888,2003
48,127.11574381218446,2004
33,87.98103278560542,2008
52,114.47571329034717,2009
30,69.79153084544076,2008
44,94.07271474570051,2004
38,127.27334700648598,2004
51,160.6424754082633,2008
47,171.7651326275075,2007
28,141.7751723331802,2005
52,115.37503855639125,2004
23,72.15045568157132,2004
65,73.77574327469462,2003
27,127.11574381218446,2005
33,20.934377940101804,2004
49,79.85490030934672,2008
27,102.87024693321467,2008
48,115.37503855639125,2008
38,97.49329404539341,2005
58,104.92150653366392,2008
40,115.37503855639125,2003
46,93.48669204295967,2007
53,123.08969984794346,2009
25,118.88435933988579,2009
42,96.3706528322308,2003
40,84.04595765399237,2004
35,127.11574381218446,2006
50,95.23071256698191,2005
34,81.28325328425272,2004
48,102.87024693321467,2009
49,111.7208493609888,2004
41,94.07271474570051,2009
37,127.11574381218446,2004
58,104.92150653366392,2003
28,68.11199406532704,2006
33,128.68048822062414,2003
50,143.92735936582963,2003
38,103.90247060316008,2009
48,91.69922611170422,2003
30,95.23071256698191,2008
49,138.29912692088266,2006
44,118.55677641507029,2005
50,94.07271474570051,2009
58,114.47571329034717,2009
45,150.01328628271014,2004
44,97.49329404539341,2005
35,90.48191335664015,2005
59,81.28325328425272,2005
45,130.98217737746066,2009
51,150.96278346214268,2004
61,130.98217737746066,2006
45,145.14360117691106,2008
34,90.48191335664015,2003
33,113.56708956975103,2007
45,87.98103278560542,2005
50,157.70052772573715,2009
50,109.83398564219921,2006
39,84.04595765399237,2005
26,160.64363817179108,2009
49,47.90556703702709,2007
20,59.097064081589075,2003
31,81.28325328425272,2003
49,87.98103278560542,2007
56,87.98103278560542,2007
61,143.80855682436928,2005
56,110.7826502762544,2005
51,118.88435933988579,2009
42,120.58943653040211,2004
30,105.37589266027132,2006
48,69.01087662208852,2005
33,87.98103278560542,2009
50,89.2428846644714,2007
31,171.7651326275075,2003
48,133.2323508265668,2003
35,200.543262324662,2005
47,92.89584478949662,2009
45,148.4131591025766,2007
52,119.74255628990784,2009
46,82.6796372966372,2007
47,105.92781077506274,2007
36,104.92150653366392,2007
51,127.11574381218446,2005
46,157.70052772573715,2008
37,148.4131591025766,2004
23,65.1108537153447,2005
43,104.92150653366392,2008
34,78.39246680098368,2006
58,139.21378813866397,2008
44,112.64889634210017,2009
61,79.85490030934672,2008
40,65.1108537153447,2005
37,111.7208493609888,2003
33,104.92150653366392,2003
38,176.9896504898766,2004
41,99.68946369848636,2006
30,104.92150653366392,2005
51,70.81503861675567,2003
39,94.07271474570051,2003
56,127.11574381218446,2006
44,97.49329404539341,2007
51,109.83398564219921,2005
35,75.1996281485946,2006
27,65.1108537153447,2009
47,146.46283851506294,2003
51,81.28325328425272,2007
41,127.11574381218446,2006
63,73.77574327469462,2005
61,65.1108537153447,2009
46,99.68946369848636,2004
33,79.85490030934672,2009
35,73.77574327469462,2009
28,87.98103278560542,2003
50,118.88435933988579,2007
23,118.88435933988579,2008
45,106.92181409121146,2004
63,100.01348692470579,2007
59,108.87452583471249,2006
30,114.47571329034717,2005
30,115.37503855639125,2003
45,130.98217737746066,2007
42,79.85490030934672,2005
57,106.92181409121146,2009
52,22.962400679642943,2003
54,115.18245512658058,2003
30,103.90247060316008,2005
47,184.46946422249854,2003
47,99.68946369848636,2003
39,128.68048822062414,2008
50,87.98103278560542,2005
47,54.598150033144236,2003
45,99.68946369848636,2004
44,118.88435933988579,2007
52,92.16112203234957,2003
42,127.11574381218446,2004
18,41.70499049933954,2004
56,109.83398564219921,2006
50,82.6796372966372,2004
53,99.68946369848636,2006
38,176.9896504898766,2009
27,84.04595765399237,2004
56,163.51586397623814,2004
50,81.28325328425272,2003
56,130.98217737746066,2003
50,127.11574381218446,2007
49,72.15045568157132,2005
42,104.92150653366392,2005
50,186.87667762800666,2009
53,176.9896504898766,2003
28,139.70307152765756,2007
45,73.77574327469462,2003
24,66.2294082943902,2009
25,81.28325328425272,2003
38,104.92150653366392,2004
47,109.83398564219921,2009
38,154.68529299563002,2003
33,106.92181409121146,2007
52,87.98103278560542,2005
46,90.48191335664015,2005
42,106.92181409121146,2004
61,56.90553914467319,2003
32,81.28325328425272,2005
42,107.90392386687648,2009
61,196.12527259425497,2006
27,91.69922611170422,2009
45,200.543262324662,2008
58,32.36641317485487,2003
25,104.92150653366392,2007
34,100.76427284210669,2007
44,85.38394037898266,2005
40,82.6796372966372,2007
51,97.49329404539341,2007
50,121.01082656575541,2003
64,133.97150007069519,2009
54,148.4131591025766,2003
42,104.92150653366392,2008
31,81.28325328425272,2007
25,90.48191335664015,2003
32,106.92181409121146,2006
51,114.47571329034717,2007
75,53.39534689057271,2007
28,87.98103278560542,2003
28,66.2294082943902,2009
32,96.3706528322308,2007
36,97.15827504365028,2008
43,200.543262324662,2004
51,123.08969984794346,2004
35,99.68946369848636,2005
46,94.07271474570051,2004
38,81.28325328425272,2003
43,154.68529299563002,2004
39,109.83398564219921,2004
37,123.08969984794346,2007
59,73.77574327469462,2008
33,107.90392386687648,2003
23,73.77574327469462,2007
37,87.98103278560542,2006
40,27.14057920790244,2005
25,94.07271474570051,2006
27,102.45355757837184,2008
52,94.07271474570051,2008
23,81.28325328425272,2007
33,87.98103278560542,2004
37,109.83398564219921,2005
34,80.43020794582075,2008
51,148.4131591025766,2003
40,148.4131591025766,2007
50,81.28325328425272,2007
64,118.88435933988579,2005
54,80.48744435951097,2008
50,91.69922611170422,2003
32,109.35562640025326,2004
37,104.92150653366392,2004
19,65.1108537153447,2006
32,76.89360251761123,2006
42,99.68946369848636,2004
26,99.68946369848636,2009
46,157.70052772573715,2009
18,49.55533812152264,2009
43,90.48191335664015,2005
62,111.7208493609888,2003
44,148.4131591025766,2008
40,133.2323508265668,2005
43,134.70537511887878,2006
32,118.88435933988579,2004
48,87.98103278560542,2006
35,109.83398564219921,2009
61,130.98217737746066,2006
47,89.2428846644714,2006
55,102.87024693321467,2005
28,76.89360251761123,2008
52,149.69504206845264,2008
27,102.87024693321467,2009
22,90.48191335664015,2006
20,69.92912720640865,2006
42,106.92181409121146,2006
29,87.98103278560542,2007
31,109.83398564219921,2003
59,151.59148423981398,2008
36,148.4131591025766,2008
32,66.9616443217359,2007
32,103.90247060316008,2005
25,99.68946369848636,2006
43,134.70537511887878,2008
44,43.735111677982104,2008
57,116.70715455914814,2009
49,141.7751723331802,2006
41,144.47808766541038,2007
38,134.70537511887878,2006
58,118.88435933988579,2004
59,189.244162932803,2004
39,160.6424754082633,2005
60,96.03165701944573,2006
56,111.06519431974216,2007
44,148.4131591025766,2008
70,99.68946369848636,2008
27,81.28325328425272,2009
47,118.88435933988579,2004
41,127.11574381218446,2003
29,104.92150653366392,2008
42,112.64889634210017,2009
47,114.47752113250219,2009
48,111.7208493609888,2008
39,134.70537511887878,2003
23,75.35567931800914,2005
31,119.74085129618028,2007
59,118.88435933988579,2005
19,27.14057920790244,2003
42,182.0206209635125,2009
35,65.1108537153447,2004
38,141.7751723331802,2007
45,114.47571329034717,2006
58,135.5980597522405,2008
26,117.14681691480487,2006
30,99.68946369848636,2003
38,94.07271474570051,2008
44,94.07271474570051,2005
52,96.3706528322308,2003
73,75.35567931800914,2004
65,104.92150653366392,2006
28,95.23071256698191,2003
53,54.598150033144236,2009
53,89.2428846644714,2006
52,145.14360117691106,2008
27,96.86670324333292,2009
57,130.98217737746066,2003
32,84.04595765399237,2004
51,148.1550467274276,2007
43,49.55533812152264,2008
50,141.7751723331802,2004
53,115.37503855639125,2004
54,65.1108537153447,2007
24,85.38394037898266,2007
40,101.82435207567953,2008
30,95.23071256698191,2003
45,99.68946369848636,2003
55,147.1166891599782,2007
45,140.39820016194417,2003
44,109.83398564219921,2004
37,127.11574381218446,2004
41,115.37503855639125,2008
44,59.097064081589075,2007
52,76.89360251761123,2007
55,141.7751723331802,2009
43,70.90958586966573,2003
27,200.543262324662,2009
43,97.49329404539341,2006
46,99.68946369848636,2007
30,186.87667762800666,2003
43,81.28325328425272,2003
48,160.6424754082633,2005
33,63.966690830060735,2003
29,87.98103278560542,2008
24,73.77574327469462,2005
52,145.14360117691106,2009
50,141.7751723331802,2005
24,76.89360251761123,2005
42,123.90856759795726,2003
53,118.88435933988579,2004
46,54.598150033144236,2004
40,154.68529299563002,2008
41,180.03019707623565,2003
41,118.88435933988579,2006
36,87.98103278560542,2009
34,91.69922611170422,2003
24,59.097064081589075,2004
44,123.90856759795726,2008
33,109.83398564219921,2007
25,94.07271474570051,2007
40,117.14681691480487,2005
48,65.1108537153447,2007
56,97.49329404539341,2005
25,118.01975334000589,2005
44,141.7751723331802,2005
27,116.17669517105391,2003
58,75.35567931800914,2006
52,95.23071256698191,2008
60,111.7208493609888,2007
39,103.90247060316008,2008
51,147.1166891599782,2004
31,87.98103278560542,2007
45,118.88435933988579,2005
43,100.76427284210669,2005
45,120.58943653040211,2008
40,193.8668781465863,2004
46,118.88435933988579,2008
47,174.40287601227527,2006
52,133.97150007069519,2004
31,154.68529299563002,2003
40,154.68529299563002,2007
26,118.88435933988579,2009
49,95.23071256698191,2004
38,109.83398564219921,2009
50,111.7208493609888,2005
63,134.70537511887878,2006
35,85.90104432265555,2008
29,118.88435933988579,2008
33,87.98103278560542,2008
29,92.89584478949662,2007
62,109.83398564219921,2007
45,124.72044624288552,2008
56,127.90123297911782,2003
58,97.49329404539341,2003
39,198.35029046438527,2007
49,92.89584478949662,2005
24,94.07271474570051,2004
61,148.4131591025766,2003
58,79.85490030934672,2008
47,118.88435933988579,2009
41,87.98103278560542,2004
71,94.07271474570051,2008
47,150.07047690942355,2006
38,176.9896504898766,2005
31,73.77574327469462,2005
56,125.12381572195957,2007
33,107.90392386687648,2003
36,60.73977851776029,2005
31,92.03632330107637,2006
55,109.83398564219921,2004
48,66.9616443217359,2005
50,114.47571329034717,2005
42,170.69512771130036,2006
25,130.98217737746066,2008
55,127.11574381218446,2008
28,117.14681691480487,2004
30,123.08969984794346,2003
46,120.58943653040211,2008
48,130.98217737746066,2004
42,81.28325328425272,2006
23,36.673704196079946,2008
60,104.92150653366392,2003
34,74.41296351291696,2008
45,129.0678205067447,2003
28,84.10001011644826,2007
33,185.91866287975355,2004
58,105.92781077506274,2008
47,163.51586397623814,2008
24,63.18886100374613,2003
56,134.70537511887878,2008
56,120.92670154442632,2004
23,94.07271474570051,2005
56,132.48782112612304,2003
45,133.2323508265668,2003
58,145.14360117691106,2009
30,118.88435933988579,2007
46,150.3306534957661,2009
50,98.26923080879267,2006
43,99.68946369848636,2008
37,94.07271474570051,2006
49,176.9896504898766,2003
31,166.3249412338765,2009
54,94.07271474570051,2009
52,139.70307152765756,2007
70,78.39246680098368,2003
30,141.77585646630732,2005
44,116.26532406250342,2006
34,148.4131591025766,2003
38,87.98103278560542,2007
28,90.48191335664015,2006
38,141.7751723331802,2005
39,63.092716734838604,2003
52,65.1108537153447,2008
34,151.59148423981398,2004
33,123.08969984794346,2003
45,118.88435933988579,2007
58,79.85490030934672,2006
38,104.00495991222158,2003
63,55.53610441773851,2007
38,99.68946369848636,2007
31,99.68946369848636,2007
53,193.45260689410892,2007
21,102.87024693321467,2009
38,164.64698893032815,2006
18,69.61903690467626,2004
28,99.68946369848636,2008
33,114.47571329034717,2003
32,99.68946369848636,2004
29,95.23071256698191,2009
28,82.6796372966372,2005
42,116.94308132061724,2005
28,54.598150033144236,2007
36,138.29912692088266,2009
47,130.98217737746066,2007
48,163.51586397623814,2003
36,179.21485803627118,2006
55,126.32388070978574,2007
37,70.47601964694451,2008
68,118.01975334000589,2009
65,71.31963879421826,2003
37,114.47571329034717,2007
33,138.29912692088266,2007
19,54.598150033144236,2003
50,94.07271474570051,2004
22,80.43020794582075,2004
40,89.2428846644714,2004
45,117.14681691480487,2008
36,127.11574381218446,2009
37,81.28325328425272,2005
24,52.407064048200155,2003
66,99.68946369848636,2007
35,63.18886100374613,2004
33,196.12527259425497,2009
44,101.82435207567953,2005
48,107.90392386687648,2004
47,51.23965492283824,2009
41,99.68946369848636,2004
55,63.18886100374613,2005
74,148.4131591025766,2008
33,99.68946369848636,2007
62,130.98217737746066,2003
56,101.82435207567953,2004
29,99.68946369848636,2006
56,79.85490030934672,2009
47,160.6424754082633,2009
45,134.70537511887878,2005
44,160.6424754082633,2007
25,91.69922611170422,2004
45,75.35567931800914,2005
40,136.1577108372299,2005
56,134.70537511887878,2003
56,81.98531783449961,2005
47,176.9896504898766,2003
39,118.88608035103424,2007
38,121.26274573261763,2005
48,94.07271474570051,2009
44,99.68946369848636,2005
42,123.90856759795726,2003
55,118.88435933988579,2009
61,82.6796372966372,2006
39,81.28325328425272,2006
30,104.92150653366392,2005
49,99.68946369848636,2009
33,136.1577108372299,2006
31,81.28325328425272,2006
35,68.50868965722483,2005
55,81.28325328425272,2003
36,114.47571329034717,2008
37,118.01975334000589,2003
33,99.68946369848636,2006
48,118.88435933988579,2006
47,118.88435933988579,2004
60,123.08969984794346,2003
28,109.83398564219921,2004
28,102.87024693321467,2005
48,163.51586397623814,2005
29,117.14681691480487,2009
40,92.30006142825887,2004
32,100.01348692470579,2009
33,55.0697284222779,2004
40,101.82435207567953,2003
42,148.4131591025766,2004
36,115.37503855639125,2003
39,73.77574327469462,2004
43,129.4536445766255,2009
44,96.3706528322308,2008
29,87.98103278560542,2006
49,104.92150653366392,2007
47,130.98217737746066,2007
46,190.5476785647412,2004
41,118.01975334000589,2006
52,79.85490030934672,2008
43,72.47931629712522,2003
38,148.4131591025766,2004
42,74.4446382014083,2003
56,118.88435933988579,2005
39,128.68048822062414,2003
29,87.98103278560542,2005
33,104.92150653366392,2004
41,92.89584478949662,2004
44,70.47601964694451,2004
45,200.543262324662,2005
58,102.87024693321467,2004
29,102.87024693321467,2005
42,65.1108537153447,2004
68,109.83398564219921,2008
47,127.11574381218446,2005
30,94.07271474570051,2005
39,67.86252341136814,2005
42,125.52549843383584,2008
49,165.20877376725488,2006
36,81.28325328425272,2009
44,112.64889634210017,2003
54,76.89360251761123,2009
42,75.04315401735154,2003
39,128.68048822062414,2003
30,59.097064081589075,2008
33,63.773391196248824,2004
28,84.04595765399237,2003
38,93.93718158105213,2003
30,82.6796372966372,2005
25,118.88435933988579,2008
52,81.28325328425272,2007
26,66.9616443217359,2007
54,166.3249412338765,2009
62,99.68946369848636,2005
57,141.7751723331802,2009
32,143.13494081113438,2003
60,35.03342132149954,2003
40,109.83398564219921,2004
49,111.01440550879776,2005
54,132.48782112612304,2006
48,148.4131591025766,2009
35,73.77574327469462,2009
46,143.69971013381272,2009
42,99.68946369848636,2007
30,200.543262324662,2003
27,85.38658902362444,2008
55,109.83398564219921,2008
50,61.05242105012463,2004
55,118.88435933988579,2006
40,145.8051633746247,2006
32,112.64889634210017,2005
27,106.92181409121146,2006
49,106.92181409121146,2007
50,127.11574381218446,2007
50,87.98103278560542,2006
44,144.47808766541038,2008
57,160.40970196228895,2007
72,87.98103278560542,2008
23,65.1108537153447,2006
31,176.9896504898766,2007
36,54.598150033144236,2008
63,109.83398564219921,2009
48,81.69842172472899,2006
46,114.47571329034717,2005
55,142.63447276797189,2003
44,160.6424754082633,2007
44,94.07271474570051,2006
32,54.598150033144236,2004
60,73.77574327469462,2003
42,160.6424754082633,2004
48,148.4131591025766,2009
36,87.98230642949868,2008
31,101.82435207567953,2009
54,111.7208493609888,2006
29,106.92181409121146,2007
46,126.32388070978574,2003
35,109.83398564219921,2003
50,92.89584478949662,2009
25,54.598150033144236,2005
33,96.3706528322308,2005
34,114.47571329034717,2008
51,94.07271474570051,2006
33,95.23071256698191,2004
59,139.0034080594695,2007
62,81.28325328425272,2006
28,94.07271474570051,2005
40,87.98103278560542,2008
52,138.29912692088266,2003
29,89.49247951800011,2007
34,92.89584478949662,2007
25,54.598150033144236,2004
66,94.07271474570051,2005
43,68.74808773376687,2005
45,92.89584478949662,2007
35,114.47571329034717,2006
43,109.83398564219921,2005
49,109.83398564219921,2007
60,77.04520085282421,2004
46,94.07271474570051,2003
55,101.82435207567953,2009
32,118.88435933988579,2006
53,133.2323508265668,2007
57,157.10350432344964,2009
59,182.0206209635125,2004
45,119.09923477133995,2006
56,71.68674366591722,2006
30,85.38394037898266,2005
21,72.15045568157132,2006
60,138.29912692088266,2003
60,101.82435207567953,2007
48,109.83398564219921,2007
39,87.98103278560542,2003
32,115.37503855639125,2009
51,191.57368354841194,2007
47,86.69515482894022,2006
44,75.8522371953675,2007
46,166.3249412338765,2008
28,56.90553914467319,2004
24,99.68946369848636,2003
37,92.89584478949662,2006
31,99.68946369848636,2006
72,92.89584478949662,2004
50,101.82435207567953,2008
36,145.14360117691106,2007
27,76.89360251761123,2006
27,90.48191335664015,2009
41,127.11574381218446,2004
20,82.6796372966372,2008
49,99.68946369848636,2008
25,64.15923256608816,2007
41,89.49247951800011,2006
53,87.98103278560542,2009
45,127.11574381218446,2009
32,66.9616443217359,2003
47,148.4131591025766,2005
26,123.08969984794346,2003
31,133.2323508265668,2009
32,118.88435933988579,2007
50,120.16611963542137,2006
46,115.37503855639125,2007
47,112.64889634210017,2006
55,118.88435933988579,2005
49,148.4131591025766,2005
25,61.18752643399147,2004
60,95.68881190673713,2008
62,89.2428846644714,2008
63,127.90123297911782,2003
31,128.68048822062414,2004
29,109.83398564219921,2006
51,114.47571329034717,2008
28,76.12969963709855,2007
36,123.08969984794346,2005
28,99.68946369848636,2007
38,102.87024693321467,2004
35,96.3706528322308,2008
46,117.14681691480487,2005
37,90.48191335664015,2007
41,104.92150653366392,2005
59,73.77574327469462,2006
51,107.90392386687648,2006
26,99.68946369848636,2006
34,60.15412466224406,2003
32,123.08969984794346,2004
23,81.28325328425272,2007
50,143.13494081113438,2004
25,69.09818380872261,2009
43,78.98167451629936,2004
36,128.68048822062414,2009
50,54.598150033144236,2006
34,134.70537511887878,2006
34,104.92150653366392,2005
39,78.21457569316497,2003
40,82.6796372966372,2004
32,117.14681691480487,2005
63,118.88435933988579,2006
38,109.83398564219921,2004
67,59.097064081589075,2008
39,116.26532406250342,2005
31,61.18752643399147,2003
41,114.47571329034717,2006
47,78.39246680098368,2003
61,122.26367389280242,2009
61,148.4131591025766,2005
21,54.598150033144236,2008
22,66.04469423180564,2004
53,126.9578856771852,2003
47,81.28325328425272,2004
36,127.90123297911782,2005
36,87.98103278560542,2007
42,123.08969984794346,2005
54,104.92150653366392,2004
27,87.98103278560542,2004
